measure,ONS_ID,value,Name,Name_FR
transit_countsqkm,945,10.433234210047722,Rideau Crest - Davidson Heights,NA
transit_countsqkm,946,2.5343182291307818,Riverside South - Leitrim,NA
transit_countsqkm,947,20.489393823111175,Riverview,NA
transit_countsqkm,948,3.1149523956465655,Rockcliffe Park,NA
transit_countsqkm,949,27.217536001955384,Sandy Hill,NA
transit_countsqkm,950,14.50218036319558,Skyline - Fisher Heights,NA
transit_countsqkm,951,6.866401586944602,Stittsville,NA
transit_countsqkm,952,4.061387908525682,Stonebridge - Half Moon Bay - Heart's Desire,NA
transit_countsqkm,953,27.008855034552127,Vanier North,NA
transit_countsqkm,954,24.03944698965011,Vanier South,NA
transit_countsqkm,955,0.23349048571755943,Vars,NA
transit_countsqkm,956,3.7593984962406015,Wateridge Village,NA
transit_countsqkm,957,28.564823632077825,West Centretown,NA
transit_countsqkm,958,24.62192331240992,Westboro,NA
transit_countsqkm,NA,NA,NA,NA
