DBUID,num_stops
35060338044,24
35060338045,21
35060338046,15
35060338047,22
35060338048,9
35060338049,16
35060339001,22
35060339002,16
35060339003,17
35060339004,22
35060343001,21
35060343002,23
35060345001,21
35060345002,21
35060345003,24
35060345004,20
35060346001,25
35060346002,19
35060346003,18
35060346004,16
35060346005,24
35060347001,25
35060347002,22
35060347003,22
35060353003,24
35060354001,21
35060354007,19
35060354008,20
35060496018,8
35060496019,11
35060497001,9
35060497002,4
35060497003,10
35060497004,12
35060498001,10
35060498002,8
35060498003,6
35060498004,6
35060498005,7
35060499003,6
35060499013,0
35060499014,3
35060499015,8
35060499016,4
35060499017,8
35060500001,9
35060500002,10
35060500003,9
35060622001,6
35060622002,6
35060080002,15
35060080003,12
35060081003,6
35060081004,10
35060082001,4
35060082002,13
35060083003,16
35060083004,16
35060083005,18
35060083006,18
35060083007,19
35060083008,18
35060083009,18
35060083010,16
35060089003,2
35060089008,2
35060089009,2
35060089010,0
35060089011,0
35060089012,0
35060089013,0
35060182010,10
35060182011,12
35060183001,12
35060185001,8
35060185002,12
35060185003,12
35060185004,9
35060186001,1
35060186002,1
35060186004,10
35060186005,8
35060186009,11
35060187002,3
35060187003,4
35060187004,6
35060187006,6
35060187007,3
35060188003,9
35060188004,13
35060189001,4
35060189002,4
35060189003,8
35060189004,6
35060189005,12
35060189006,8
35060189007,16
35060192004,20
35060348001,21
35060348002,20
35060348003,21
35060353002,25
35060360003,22
35060361003,20
35060361004,25
35060364001,18
35060366003,20
35060366005,17
35060366006,18
35060366011,18
35060366012,18
35060366013,14
35060367001,20
35060367004,19
35060367005,19
35060367006,20
35060368001,22
35060368002,22
35060368003,24
35060368004,26
35060368005,26
35060371004,9
35060371005,10
35060371006,10
35060373004,2
35060373005,2
35060373006,4
35060373007,2
35060500004,7
35060500005,11
35060500006,12
35060500007,9
35060501002,12
35060501003,11
35060502001,8
35060502002,5
35060503003,12
35060503004,10
35060504001,11
35060504002,10
35060504003,12
35060505001,12
35060506001,9
35060506002,10
35060506003,9
35060507001,17
35060507002,14
35060508001,13
35060872015,5
35060872016,21
35060872017,23
35060872018,9
35060872022,22
35060872023,22
35060872024,20
35060872025,12
35060872026,18
35060872027,11
35060874001,11
35060874002,12
35060874003,10
35060875001,26
35060875002,27
35060876001,18
35060877001,9
35060877002,3
35060877004,0
35060877005,12
35060877006,17
35061045010,17
35061045011,16
35061045012,18
35061046001,13
35061046002,15
35061046004,6
35061046005,5
35061046006,8
35061046007,11
35061046010,1
35061046012,14
35061046017,10
35061046018,14
35061047001,9
35061047002,3
35061047003,0
35061047004,1
35061047006,15
35061047007,7
35061047008,15
35061051001,15
35061051002,17
35061051003,17
35061051004,18
35061051005,20
35061051006,14
35061051007,9
35061051008,10
35061051009,11
35061053001,8
35061053002,10
35061053003,10
35061053004,5
35061053005,6
35061053006,4
35061130010,0
35061130011,0
35061053007,6
35060573049,2
35060573050,8
35060573051,8
35060573052,10
35060574001,5
35060574002,4
35060574003,4
35060574004,4
35060574007,7
35060574008,6
35060574009,5
35060575001,9
35060575002,11
35060575003,13
35060575004,14
35060575005,13
35060575006,8
35060575007,7
35060575008,6
35060673039,0
35060673040,0
35060673041,0
35060673042,0
35060673043,0
35060678001,5
35060678002,2
35060678004,10
35060678005,3
35060678006,2
35060678008,6
35060678009,8
35060678010,6
35060678011,6
35060678012,5
35060678013,5
35060678014,10
35060678015,10
35060679002,6
35060679004,4
35060753006,13
35060679005,9
35060679006,4
35060753007,10
35060754002,8
35060754003,3
35060754007,0
35060755001,8
35060755002,9
35060755003,9
35060758001,13
35060758002,11
35060758003,13
35060759001,12
35060759002,14
35060759003,17
35060760001,13
35060760002,18
35060760003,15
35060760004,17
35060761001,15
35060761002,12
35060761003,17
35060761004,18
35060762003,17
35060762004,14
35060877009,0
35060885002,7
35060885008,5
35060888001,10
35060888002,10
35060888003,9
35060888004,13
35060888005,13
35060889001,10
35060889002,11
35060889003,7
35060889004,7
35060890006,6
35060890007,11
35060890008,6
35060890010,8
35060890012,4
35060890013,2
35060890014,2
35060890015,2
35060890016,4
35060890017,2
35060890018,4
35060890019,4
35060890020,2
35060891001,13
35060891002,11
35061054001,7
35061054002,2
35061054003,4
35061054004,7
35061055002,3
35061055003,11
35061055004,7
35061056002,9
35061056003,5
35061056004,11
35061056005,11
35061056006,13
35061056007,10
35061057001,19
35061057002,12
35061057003,12
35061057004,10
35061067004,6
35061067005,1
35061067008,3
35061067009,0
35061067010,1
35061067011,10
35061067013,21
35061067016,9
35061067017,6
35061067019,5
35061067020,3
35061067024,7
35060029003,12
35060029004,9
35060132003,13
35060132004,17
35060132005,13
35060132006,10
35060133001,11
35060255015,11
35060255016,7
35060255017,11
35060255018,10
35060255019,8
35060264001,14
35060264002,16
35060264003,16
35060456009,2
35060456010,2
35060456011,2
35060457001,10
35060457002,10
35060457003,10
35060457004,10
35060457005,3
35060457006,3
35060457007,3
35060457008,0
35060457009,0
35060457010,0
35060457011,0
35060458003,6
35060458004,6
35060458006,9
35060458007,11
35060458008,13
35060458014,9
35060458015,9
35060458016,9
35060459001,13
35060459002,9
35060576001,7
35060577002,4
35060577005,4
35060578001,21
35060578003,7
35060578004,7
35060578005,6
35060578006,6
35060578008,4
35060578010,11
35060578014,11
35060578015,4
35060579003,4
35060579005,7
35060579006,9
35060579007,10
35060579008,10
35060579009,12
35060579010,12
35060579011,12
35060579012,10
35060679007,3
35060679008,8
35060679009,9
35060679010,8
35060679011,10
35060679012,10
35060679013,8
35060679014,10
35060679015,4
35060679016,6
35060679017,8
35060679018,8
35060679019,10
35060679020,8
35060679023,0
35060679024,6
35060679025,6
35060679026,6
35060679027,7
35060679028,7
35060679029,6
35060679030,6
35060679031,4
35060679032,0
35060679033,10
35060680001,7
35060680003,3
35060762007,18
35060762008,10
35060763001,17
35060763002,18
35060763003,20
35060763004,17
35060764001,12
35060764002,13
35060764003,14
35060764004,8
35060765001,3
35060765002,1
35060765003,7
35060765005,10
35060765006,5
35060766001,9
35060766002,8
35060766003,6
35060766004,14
35060767001,9
35060767002,3
35060767007,10
35060767008,0
35060891004,14
35060891008,4
35060891009,8
35060891010,10
35060891011,4
35060891017,14
35060891018,22
35060891019,9
35060891020,8
35060892001,5
35060893001,6
35060893004,8
35060893006,6
35060893007,7
35060893008,5
35060894002,0
35060895002,16
35060898001,19
35060899005,11
35060902004,13
35060902005,23
35060903001,7
35060903002,7
35060903003,6
35060904001,8
35060904002,10
35061067023,8
35061067025,7
35061067026,5
35061067027,7
35061067028,6
35061067043,12
35061067044,14
35061067057,8
35061067058,3
35061067059,27
35061067060,28
35061067061,9
35061067062,1
35061067063,26
35061067064,16
35061067065,9
35061067066,6
35061067067,26
35061133010,0
35061134002,0
35061134003,0
35060028002,13
35060028003,14
35060029001,17
35060029002,12
35060029005,9
35060029006,10
35060029007,13
35060029008,12
35060029009,14
35060030001,11
35060030002,8
35060031001,8
35060032002,12
35060032003,13
35060032004,14
35060032005,14
35060032006,15
35060032007,14
35060033001,9
35060132002,20
35060034002,8
35060034003,8
35060034004,6
35060035001,8
35060035002,9
35060035003,8
35060133002,14
35060133003,17
35060133004,13
35060133005,11
35060134007,8
35060134013,6
35060134014,13
35060134015,26
35060134016,12
35060134017,6
35060135004,7
35060135005,15
35060135006,12
35060135007,8
35060135008,6
35060255003,10
35060255004,11
35060255005,13
35060255012,10
35060135012,0
35060267001,14
35060267002,14
35060267003,15
35060267006,14
35060267007,15
35060280003,6
35060280004,8
35060280005,10
35060280006,4
35060280007,3
35060282002,10
35060282004,11
35060282005,10
35060282006,10
35060282010,9
35060283001,10
35060283002,10
35060283003,8
35060283004,11
35060456003,9
35060456004,4
35060456005,2
35060456006,2
35060456007,0
35060456008,1
35060286006,11
35060287001,20
35060287002,21
35060287003,22
35060287004,19
35060287005,20
35060287006,21
35060288001,21
35060288002,22
35060459003,10
35060459004,7
35060459005,5
35060459006,5
35060459007,2
35060459008,0
35060459009,2
35060460002,9
35060460003,6
35060460004,9
35060460005,8
35060460014,17
35060461003,9
35060461007,9
35060462002,6
35060462003,8
35060462004,6
35060462005,11
35060462006,10
35060463001,9
35060463002,8
35060463003,8
35060463004,10
35060464001,6
35060464002,10
35060464003,8
35060464004,9
35060464005,14
35060464006,14
35060465001,4
35060465002,9
35060465003,11
35060465004,12
35060465005,16
35060465006,12
35060466003,1
35060579013,6
35060579027,7
35060579028,4
35060579029,9
35060579030,6
35060580003,6
35060580008,6
35060582001,9
35060582002,11
35060582003,7
35060582011,10
35060585001,7
35060585002,7
35060585003,8
35060588006,10
35060590001,12
35060590002,3
35060590003,6
35060592003,18
35060593005,18
35060593006,23
35060680002,5
35060681001,5
35060681004,14
35060681005,12
35060681006,15
35060681007,10
35060682002,13
35060682004,8
35060682005,9
35060682008,6
35060682009,10
35060682011,7
35060684001,8
35060684002,10
35060684003,7
35060684004,8
35060684005,9
35060684006,11
35060684007,10
35060684008,6
35060684009,13
35060684010,6
35060685003,6
35060768001,13
35060768002,7
35060768004,8
35060771001,5
35060771002,5
35060771004,11
35060771005,9
35060771006,10
35060771007,8
35060771008,5
35060771012,9
35060771013,5
35060771014,3
35060771015,9
35060771016,5
35060771017,6
35060771018,9
35060773001,8
35060773002,9
35060773003,9
35060773004,12
35060773005,11
35060773006,7
35060773007,12
35060774001,9
35060774002,9
35060891003,13
35061067068,0
35061069001,15
35061069002,8
35061069003,12
35061069004,14
35061070001,18
35061070002,14
35061070003,24
35061070004,14
35061070006,15
35061070008,9
35061071001,14
35061071002,14
35061072001,26
35061072002,17
35061072003,20
35061072004,19
35061073001,18
35061073002,16
35061073005,16
35061074001,19
35061074002,22
35061074003,18
35061074007,25
35061074008,24
35061074009,18
35061074010,22
35061074011,25
35061074012,24
35061075002,25
35061134004,0
35061134007,0
35061134008,0
35061134009,0
35061134014,0
35061134015,0
35061135001,0
35061135002,0
35061135003,0
35061135004,0
35061135005,0
35061135007,0
35060033002,9
35060033003,11
35060034001,9
35060035004,10
35060036001,14
35060036002,9
35060036003,8
35060037001,8
35060037002,9
35060037003,13
35060038001,8
35060038002,10
35060038003,14
35060039001,10
35060039002,13
35060039003,12
35060043001,11
35060043002,13
35060135009,0
35060135011,1
35060043003,14
35060043004,8
35060043005,12
35060135013,5
35060137001,4
35060137002,5
35060138001,3
35060138002,6
35060138003,6
35060138004,6
35060139001,5
35060139002,4
35060139003,3
35060140001,2
35060140002,1
35060141001,4
35060285001,15
35060285002,12
35060285003,14
35060285004,21
35060286001,9
35060286003,18
35060141002,5
35060141003,5
35060141004,3
35060143001,5
35060288003,22
35060288004,18
35060288005,16
35060288006,18
35060289001,8
35060289002,11
35060289005,13
35060289006,14
35060289007,18
35060289008,13
35060289009,22
35060289010,17
35060289011,9
35060290002,17
35060290003,16
35060290004,14
35060290005,15
35060291001,16
35060291002,16
35060291003,16
35060291004,9
35060291005,12
35060291006,13
35060460006,6
35060460007,2
35060460008,9
35060460009,9
35060460011,2
35060292001,15
35060292002,16
35060292005,9
35060292007,7
35060292008,10
35060293002,13
35060293003,14
35060466004,0
35060466005,0
35060466006,9
35060466008,3
35060466009,4
35060467001,11
35060467004,1
35060467005,1
35060467006,1
35060467007,13
35060467009,11
35060467012,13
35060468005,0
35060468007,16
35060468008,12
35060468010,7
35060468011,11
35060469003,5
35060471001,8
35060471002,8
35060471003,5
35060471004,5
35060471005,5
35060471006,8
35060474001,13
35060474002,13
35060474003,16
35060474004,13
35060474005,13
35060685007,8
35060685008,8
35060685009,13
35060685010,7
35060685011,9
35060686001,7
35060686002,8
35060686003,11
35060686004,8
35060686005,10
35060687001,9
35060687002,9
35060687003,9
35060688002,13
35060688003,9
35060688004,4
35060688005,4
35060688006,6
35060688007,15
35060688008,4
35060774003,12
35060689002,2
35060775001,8
35060775002,7
35060775003,7
35060777003,10
35060777004,4
35060778002,12
35060778004,16
35060778005,11
35060779001,14
35060779002,12
35060779003,9
35060779004,19
35060780001,5
35060780002,6
35060780003,7
35060781001,14
35060781002,10
35060781003,8
35060781004,4
35060781005,1
35060781006,12
35060904003,10
35060904004,10
35060905001,10
35060906001,10
35060906003,12
35060906004,11
35060906005,11
35060906006,12
35060907001,13
35060907002,10
35060907003,11
35060907004,10
35060907005,8
35060908001,7
35060908002,9
35060908003,7
35060908004,9
35060908005,9
35060909001,7
35060909002,4
35060909003,2
35060909004,9
35060910001,6
35060910002,8
35060910003,2
35060910004,5
35060910005,6
35060910006,7
35060911001,8
35060911002,8
35060911007,9
35060911009,2
35060912003,5
35060912004,4
35061076001,15
35061076002,27
35061076003,26
35061076004,27
35061076005,27
35061077001,20
35061077002,21
35061077003,24
35061077004,24
35061077005,24
35061077006,21
35061077007,19
35061077008,20
35061077009,20
35061077010,16
35061078003,6
35061078004,17
35061078005,18
35061078006,10
35061078014,14
35061078015,11
35061078016,11
35061079001,20
35061080001,17
35061081001,17
35061082005,22
35061082008,20
35061083001,18
35061083002,17
35061083003,16
35061083004,18
35061083005,18
35061135006,0
35061085003,12
35061135008,0
35061135009,0
35061135010,0
35061135011,0
35061135014,0
35061135016,0
35061135017,0
35061136001,6
35061136002,6
35061136003,6
35061136004,6
35061136005,6
35061137001,4
35061137002,4
35061137003,4
35061137005,6
35061232008,7
35061233001,7
35060049003,11
35060049004,11
35060049005,12
35060043006,9
35060044001,10
35060044002,9
35060044003,14
35060044004,13
35060045001,0
35060045002,0
35060045003,0
35060045005,7
35060045006,5
35060045007,15
35060045010,4
35060045011,0
35060045012,8
35060047001,12
35060047002,12
35060047006,7
35060048001,11
35060048002,11
35060048003,6
35060146005,3
35060146006,4
35060146007,12
35060146008,10
35060143003,4
35060143004,4
35060144001,0
35060144002,4
35060144003,4
35060144004,2
35060144005,1
35060144006,1
35060145001,3
35060145002,5
35060145003,3
35060145004,4
35060145005,5
35060145006,5
35060145007,3
35060145008,5
35060145009,4
35060145010,8
35060145011,8
35060146001,6
35060146002,6
35060295014,3
35060295015,0
35060296001,8
35060296002,5
35060293005,9
35060293006,10
35060293009,13
35060293010,13
35060293011,11
35060293013,11
35060293014,11
35060294001,11
35060294002,14
35060294003,12
35060294004,15
35060294005,17
35060294006,14
35060294007,11
35060294009,11
35060294010,10
35060294011,2
35060294015,12
35060295001,9
35060295002,6
35060295004,2
35060295005,2
35060295006,4
35060295007,1
35060295009,6
35060295010,6
35060475015,12
35060475016,14
35060475017,12
35060476001,7
35060476005,8
35060476008,9
35060474006,15
35060474007,19
35060475002,18
35060475003,21
35060475004,20
35060594003,8
35060594004,5
35060594005,8
35060594011,14
35060595002,11
35060595003,12
35060595004,12
35060595005,11
35060595006,24
35060595009,25
35060595011,18
35060597001,12
35060597002,11
35060597003,12
35060597004,11
35060597005,11
35060597010,11
35060597011,12
35060598001,8
35060598002,4
35060598003,1
35060598004,8
35060598005,5
35060598006,8
35060598007,12
35060598008,11
35060689003,0
35060690001,0
35060690002,1
35060690003,2
35060690004,7
35060690005,3
35060695001,15
35060695002,12
35060695003,4
35060695004,2
35060695005,8
35060696001,4
35060696002,7
35060696003,4
35060696005,0
35060696006,4
35060696007,2
35060696008,10
35060696009,12
35060697001,0
35060697002,0
35060697003,2
35060697004,2
35060697005,4
35060697006,4
35060698001,7
35060782001,14
35060782002,10
35060782003,6
35060783001,6
35060783002,6
35060783003,6
35060783004,4
35060784001,7
35060784002,5
35060784003,4
35060784004,7
35060785001,6
35060785002,9
35060785003,8
35060785004,6
35060785005,6
35060785006,9
35060786001,11
35060786002,12
35060787001,11
35060787002,18
35060787003,17
35060789001,13
35060789002,3
35060789003,3
35060790001,14
35060790002,12
35060790003,13
35060912001,2
35060912002,5
35060912005,4
35060913001,4
35060913002,7
35060913003,8
35060913004,8
35060913005,8
35060913006,6
35060914001,14
35060914002,7
35060914003,8
35060914004,4
35060914005,8
35060914006,9
35060915001,4
35060915002,2
35060915003,4
35060915004,7
35060915005,6
35060916001,18
35060916002,12
35060916003,14
35060916004,11
35060916005,10
35060916006,10
35060916007,13
35060917001,8
35060917002,7
35060917003,4
35060917004,5
35060917005,8
35060918006,12
35061075006,25
35061075007,24
35060923003,14
35060923004,11
35061086005,20
35061086006,16
35061086011,21
35061086012,19
35061087014,23
35061087015,23
35061087019,22
35061087020,20
35061089001,0
35061089002,0
35061089003,0
35061089004,2
35061089005,1
35061089006,0
35061089007,2
35061089008,0
35061089009,0
35061090008,6
35061090009,4
35061090012,9
35061090013,12
35061090014,8
35061090015,13
35061090016,12
35061137006,0
35061137007,2
35061090017,6
35061138001,0
35061138002,4
35061138003,4
35061138004,4
35061138005,4
35061140003,0
35061140005,0
35061140006,0
35061140008,0
35061140009,0
35061140010,0
35061140011,0
35061140012,0
35061140013,0
35061240003,9
35061241001,9
35061241002,5
35061242001,5
35061242002,8
35060049001,11
35060049002,12
35060050001,8
35060050002,7
35060050003,0
35060051001,7
35060051002,6
35060052011,14
35060052019,4
