DBUID,num_stops
35060052020,16
35060052021,14
35060052022,11
35060053001,13
35060053002,9
35060053003,10
35060053004,16
35060053005,5
35060053006,5
35060054001,11
35060054002,9
35060054003,10
35060146003,6
35060146004,6
35060054007,8
35060054008,12
35060054009,11
35060146009,11
35060147001,2
35060147005,10
35060148001,18
35060148002,18
35060148003,17
35060148004,17
35060148005,15
35060148006,10
35060148007,12
35060148008,9
35060149003,12
35060149005,9
35060149006,12
35060149007,9
35060149008,13
35060149009,16
35060150001,16
35060151001,8
35060151002,6
35060151003,11
35060295011,7
35060295012,7
35060153003,14
35060153004,14
35060153009,4
35060154001,14
35060296003,4
35060296004,3
35060297001,8
35060297002,15
35060297003,7
35060298001,16
35060298002,14
35060298003,14
35060298004,13
35060298005,10
35060300001,15
35060300002,15
35060300003,13
35060300004,13
35060301001,10
35060301002,7
35060301003,7
35060305003,7
35060305004,9
35060305005,7
35060305008,0
35060305009,6
35060305010,4
35060305011,5
35060305012,2
35060306001,15
35060306002,13
35060306003,13
35060307001,9
35060475005,19
35060475006,11
35060308003,11
35060308004,17
35060310001,20
35060310002,17
35060310003,15
35060310004,15
35060312002,16
35060479001,13
35060479002,13
35060479003,11
35060479004,15
35060479005,10
35060480004,22
35060480008,19
35060480009,2
35060481001,8
35060481002,8
35060481003,10
35060481004,9
35060481005,9
35060481006,9
35060481007,9
35060482001,10
35060482002,2
35060594001,10
35060594002,12
35060482008,11
35060483001,9
35060484002,10
35060484003,6
35060485001,3
35060485002,3
35060486001,6
35060598009,11
35060598010,12
35060685005,10
35060685006,10
35060599004,4
35060599005,1
35060599006,2
35060600001,0
35060600002,0
35060600003,2
35060600005,2
35060600007,3
35060600012,2
35060600015,4
35060600018,7
35060600021,0
35060600022,9
35060600023,7
35060600024,2
35060602001,4
35060602002,2
35060602003,0
35060603004,10
35060604001,3
35060604002,3
35060604003,3
35060698005,4
35060698006,11
35060698007,4
35060700005,5
35060700006,6
35060700007,8
35060700008,6
35060700009,6
35060700010,9
35060700011,7
35060700012,9
35060700013,8
35060700015,8
35060700016,7
35060700017,0
35060700018,5
35060700019,7
35060700020,3
35060700021,1
35060700022,2
35060700023,0
35060700024,0
35060700025,2
35060700026,5
35060700027,2
35060700028,2
35060792001,12
35060793001,7
35060793002,7
35060793003,10
35060793004,10
35060793005,10
35060794001,16
35060794002,15
35060794003,18
35060794004,16
35060794005,15
35060794006,8
35060795001,15
35060795002,19
35060795003,9
35060795004,10
35060796001,17
35060796002,20
35060797001,8
35060797002,8
35060798001,8
35060798002,8
35060798003,8
35060798004,8
35060799001,8
35060800001,8
35060921006,7
35060922004,17
35060923001,10
35060923002,12
35060923005,11
35060924003,10
35060924004,3
35060924007,13
35060924010,6
35060924015,6
35060924023,3
35060924024,9
35060924025,9
35060924026,10
35060924027,0
35060924028,7
35060924029,3
35060925001,13
35060926001,8
35060926002,6
35061083006,23
35061084001,18
35061084002,16
35061084003,13
35061084004,12
35061085001,15
35061085002,11
35060926003,13
35060926004,8
35061091003,4
35061091006,2
35061091009,4
35061092001,2
35061092002,0
35061092003,0
35061092004,1
35061092005,0
35061092006,0
35061092007,2
35061092008,0
35061094001,1
35061094002,4
35061094003,11
35061094004,5
35061094005,10
35061094006,9
35061094007,8
35061097001,10
35061097003,0
35061097004,1
35061097005,11
35061097014,15
35061097015,17
35061097016,11
35061097017,11
35061098001,0
35061101004,5
35061101005,8
35061102001,4
35061140014,0
35061140015,0
35061140016,0
35061140017,0
35061140018,0
35061140019,0
35061140024,0
35061140025,0
35061140026,0
35061140027,0
35061140028,0
35061140029,0
35061140030,0
35061140031,0
35061140032,0
35061140033,0
35061140034,0
35061140035,0
35061140036,0
35061140037,0
35061140038,0
35061250002,17
35060054004,10
35060054005,10
35060054006,10
35060055001,14
35060055002,8
35060055003,11
35060055004,8
35060055005,11
35060055006,9
35060056001,18
35060056002,14
35060056003,18
35060056004,16
35060056005,14
35060057001,12
35060057002,14
35060057003,12
35060057004,6
35060058001,16
35060058002,13
35060058003,15
35060058004,13
35060059001,21
35060059002,17
35060152001,17
35060153001,18
35060061003,13
35060061004,18
35060062002,12
35060154003,2
35060154004,13
35060154005,1
35060155001,6
35060155002,0
35060155003,1
35060155004,6
35060155005,6
35060156001,9
35060156002,12
35060156003,13
35060157001,13
35060157002,18
35060159005,19
35060163001,10
35060163002,12
35060307002,9
35060307004,8
35060308002,8
35060164002,13
35060164003,14
35060164004,13
35060164005,11
35060164006,14
35060165001,10
35060165002,13
35060312003,17
35060312004,14
35060312005,12
35060312006,16
35060312009,17
35060313001,21
35060313002,23
35060313003,19
35060313005,19
35060313007,19
35060313008,23
35060313009,18
35060314001,27
35060314002,24
35060314003,23
35060314004,23
35060314005,22
35060315001,24
35060315002,27
35060315003,26
35060315004,20
35060324001,9
35060324002,11
35060324007,9
35060324008,11
35060325001,17
35060325002,23
35060325003,20
35060327003,24
35060327004,22
35060327005,18
35060482004,4
35060482005,2
35060327027,16
35060327028,23
35060327029,23
35060327030,27
35060486002,5
35060486004,4
35060486005,10
35060486006,8
35060486007,9
35060486008,9
35060486009,6
35060488001,11
35060488005,17
35060488006,16
35060488008,15
35060488014,8
35060488018,15
35060488019,17
35060488024,10
35060488025,16
35060488026,21
35060599001,6
35060599002,6
35060599003,6
35060488030,12
35060488031,9
35060488032,13
35060491001,11
35060491002,10
35060491003,7
35060492001,7
35060492002,7
35060604004,8
35060689001,7
35060604015,11
35060605001,3
35060605002,4
35060605004,4
35060605005,0
35060605006,0
35060605007,2
35060606001,10
35060606002,8
35060606003,6
35060606004,3
35060606005,1
35060606006,0
35060606007,0
35060606008,0
35060607001,2
35060607002,6
35060607003,6
35060608001,8
35060608002,8
35060608004,10
35060608005,17
35060718001,11
35060718002,10
35060718003,8
35060719001,6
35060719003,9
35060649001,7
35060649002,7
35060653001,8
35060653002,11
35060653003,5
35060653004,5
35060654005,6
35060654006,9
35060654007,8
35060654013,12
35060654017,7
35060654018,5
35060654019,7
35060655001,9
35060655002,7
35060722012,5
35060723003,6
35060724001,4
35060724002,6
35060724003,8
35060724004,19
35060724005,23
35060725001,9
35060725002,6
35060725003,17
35060725004,21
35060726001,10
35060726002,10
35060728001,19
35060728002,22
35060728003,22
35060728004,21
35060837002,0
35060837003,0
35060837004,0
35060734004,8
35060838009,0
35060838011,0
35060838012,4
35060838013,3
35060838014,3
35060838015,4
35060838016,0
35060838017,0
35060956003,6
35060956004,3
35060957011,17
35060957012,15
35060961003,3
35060841004,6
35060841005,6
35060841006,6
35060842001,10
35060842002,4
35060842003,4
35060968001,9
35060968002,7
35060968003,9
35060968006,17
35060968007,11
35060968008,17
35060970005,11
35060970006,10
35060970007,9
35060972003,11
35060972018,2
35060972022,9
35060972023,9
35061117009,0
35061118001,0
35061118002,0
35061118003,0
35060976006,10
35060977001,10
35060977002,11
35060977003,16
35061118007,0
35061119001,0
35061119002,0
35061119004,6
35061119005,6
35061119006,6
35061119007,0
35061119009,4
35061119010,2
35061119011,0
35061148011,8
35061148012,5
35061148013,2
35061148014,8
35061148015,2
35061148016,7
35061121008,1
35061121009,2
35061121010,0
35061149002,4
35061149003,4
35061149004,4
35061149006,4
35061149007,2
35061150001,8
35061151001,6
35061151002,8
35061151003,5
35061151004,4
35061152001,11
35061152002,9
35061153001,12
35061153002,13
35061153003,11
35061154001,16
35061280006,7
35061281001,17
35061282002,12
35061282003,15
35061282004,13
35061282005,16
35061284002,8
35061284003,13
35061158005,14
35061499002,0
35061499003,0
35061499004,0
35061500001,0
35061500003,0
35061561005,7
35061561006,8
35061561007,6
35061561008,7
35061562001,8
35061562002,8
35061562003,6
35061562004,3
35061562005,8
35061562006,6
35061562007,7
35061562008,3
35061562009,9
35061562010,9
35061563001,5
35061563002,8
35061563003,7
35061563004,8
35061563005,5
35061563006,8
35061563007,8
35060002006,0
35060002007,3
35060002008,10
35060002009,10
35060002010,11
35060002011,11
35060002012,11
35060002015,10
35060002016,13
35060003001,1
35060003002,0
35060003003,0
35060003004,0
35060089067,2
35060089068,0
35060089069,10
35060089070,0
35060089071,0
35060090001,6
35060091001,9
35060091002,5
35060091003,5
35060091004,6
35060005015,0
35060205001,2
35060205002,9
35060205003,6
35060205004,8
35060205005,17
35060205006,14
35060206001,7
35060206002,10
35060206003,16
35060206004,18
35060206005,18
35060207003,7
35060207004,4
35060208001,11
35060208002,7
35060096009,7
35060097004,0
35060097005,1
35060097007,4
35060097012,0
35060389012,0
35060389013,5
35060389014,11
35060390001,15
35060390002,12
35060390003,16
35060390004,15
35060390005,15
35060390008,16
35060391001,14
35060391002,14
35060391003,20
35060213001,16
35060213002,10
35060213005,7
35060213006,8
35060213007,6
35060213008,7
35060213009,10
35060213010,12
35060219002,10
35060219005,8
35060219006,12
35060220001,5
35060220002,9
35060221003,0
35060221004,11
35060221005,14
35060221006,11
35060221007,11
35060221008,14
35060221009,12
35060221010,11
35060516001,10
35060516002,12
35060517001,2
35060517002,0
35060518001,10
35060518004,12
35060519001,17
35060519002,17
35060519003,17
35060519004,17
35060397004,13
35060399001,8
35060399004,10
35060399006,19
35060399007,19
35060399008,19
35060399013,22
35060399021,4
35060399022,9
35060399027,8
35060399030,15
35060399031,2
35060399032,7
35060645005,4
35060645006,7
35060645007,5
35060645008,15
35060645009,25
35060526005,1
35060527001,5
35060527002,5
35060527003,6
35060527004,7
35060527005,2
35060529001,6
35060529002,6
35060529003,5
35060529004,7
35060529005,8
35060529006,2
35060529007,2
35060529008,2
35060530001,11
35060530002,12
35060530003,6
35060530004,5
35060530005,5
35060530006,6
35060530007,7
35060530008,0
35060531004,7
35060531005,11
35060647006,6
35060722013,7
35060723001,11
35060723002,4
35060657010,7
35060662001,13
35060662002,13
35060662003,12
35060662004,12
35060663014,8
35060663015,8
35060663016,9
35060663017,7
35060663020,4
35060663021,3
35060663022,5
35060663023,4
35060663024,7
35060663025,5
35060663026,3
35060663028,4
35060728005,18
35060728006,18
35060729001,16
35060729002,16
35060729003,6
35060731002,17
35060731003,16
35060734005,13
35060735001,13
35060735002,13
35060735004,10
35060735005,8
35060735006,8
35060735007,8
35060735008,10
35060736001,11
35060840001,6
35060840002,2
35060840003,4
35060840004,2
35060840005,0
35060841001,0
35060841002,6
35060841003,5
35060738002,5
35060842004,7
35060842005,0
35060842006,10
35060842007,10
35060842008,11
35060842009,10
35060972024,10
35060973015,16
35060974001,18
35060974002,18
35060974007,5
35060974010,17
35060974011,7
35060975007,10
35060975008,13
35060976002,12
35060976003,12
35060843020,0
35060843021,0
35060843022,0
35060843025,0
35060977004,17
35060977005,19
35060977006,16
35060977007,14
35060978001,12
35060978002,11
35060978003,10
35060978004,10
35060978005,9
35060978006,11
35060978007,10
35060978008,10
35060978009,15
35060978010,15
35060979003,10
35060979004,14
35061119012,6
35061119013,4
35061119014,0
35061120002,3
35061120004,6
35061120007,6
35061120008,8
35061120010,0
35061121004,4
35061121005,4
35061121006,4
35061121007,0
35060988004,13
35060988006,7
35060988007,17
35061121011,0
35061121012,0
35061121013,0
35061122001,0
35061154002,15
35061155001,12
35061155002,8
35061155003,7
35061156001,11
35061156002,15
35061156003,8
35061156004,12
35061157001,11
35061157002,7
35061157003,6
35061158001,10
35061158002,10
35061158003,9
35061158004,10
35061123006,0
35061123007,6
35061123009,0
35060005002,6
35060005003,4
35060005006,6
35060005007,4
35060005009,0
35060005010,6
35060005011,2
35060005012,10
35060005013,6
35060005014,6
35060005016,2
35060005017,4
35060095001,0
35060096002,6
35060096003,4
35060096004,8
35060096005,7
35060096006,6
35060006012,10
35060006013,10
35060006015,0
35060006016,4
35060006018,2
35060006021,8
35060006023,0
35060006025,0
35060006026,0
35060006027,0
35060006029,0
35060098001,0
35060098002,0
35060211006,13
35060211008,19
35060211009,18
35060211010,19
35060211011,6
35060211012,5
35060211013,4
35060211014,4
35060211015,8
35060211016,9
35060101003,12
35060101008,12
35060102001,12
35060102002,11
35060102003,9
35060102004,10
35060102005,8
35060103001,9
35060103002,6
35060103003,6
35060103004,10
35060104001,8
35060104002,7
35060104003,7
35060104004,7
35060105001,10
35060221011,14
35060221012,14
35060221013,14
35060395004,10
35060395005,10
35060396002,10
35060396003,12
35060396004,12
35060396005,13
35060396006,14
35060396007,13
35060396008,13
35060396009,14
35060396013,15
35060396014,13
35060397001,12
35060222014,0
35060222015,0
35060222016,0
35060222017,0
35060222018,0
35060222019,1
35060222020,1
35060222022,1
35060222023,1
35060222024,0
35060222029,2
35060222030,3
35060222031,0
35060223001,0
35060223002,0
35060223003,0
35060223004,0
35060223005,0
35060223006,0
35060223007,0
35060399033,10
35060522006,2
35060522007,0
35060522008,6
35060522009,2
35060523001,9
35060523002,5
35060524001,10
35060525001,7
35060526001,14
35060526004,3
35060407004,22
35060407009,25
35060407010,20
35060407011,19
35060408003,22
35060408004,19
35060408005,18
35060408006,18
35060408007,24
35060408008,22
35060408009,20
35060408016,16
35060408018,18
35060408023,25
35060408025,18
35060408026,17
35060408029,18
35060408031,20
35060408032,18
35060408033,19
35060408034,13
35060408035,0
35060408037,18
35060408039,14
35060408040,14
35060408041,11
35060648001,7
35060648002,8
35060648003,10
35060648004,10
35060648005,11
35060648007,11
35060648010,9
35060533014,6
35060534001,6
35060534002,14
35060535001,15
35060535002,19
35060535003,13
35060535004,16
35060535005,21
35060535006,17
35060538001,10
35060539004,9
35060544003,5
35060544004,9
35060544005,9
35060544009,4
35060544010,4
35060655003,7
35060655004,7
35060656003,9
35060656004,5
35060656005,4
35060731006,19
35060734001,12
35060734002,12
35060734003,12
35060668005,0
35060668006,0
35060668007,0
35060668008,0
35060668010,0
35060668012,0
35060668013,0
35060736003,2
35060736004,10
35060737001,7
35060737003,11
35060737004,3
35060738003,6
35060738004,3
35060738005,3
35060739002,1
35060739005,4
35060739006,1
35060740001,12
35060740002,10
35060843002,0
35060843003,0
35060843004,0
35060843006,0
35060843008,0
35060843013,0
35060843014,0
35060843019,0
35060843026,0
35060843028,0
35060843030,0
35060979005,15
35060984001,10
35060984002,11
35060984003,11
35060984004,10
35060985001,12
35060985002,10
35060985003,8
35060985004,5
35060986001,9
35060986002,11
35060986003,9
35060986004,6
35060987001,6
35060987002,7
35060987003,7
35060987004,8
35060987005,5
35060988001,10
35060988002,10
35060988003,16
35060844006,5
35060844007,5
35060844008,0
35060844009,0
35060844010,1
35060988010,18
35060989001,14
35060989004,11
35060989006,16
35060989016,17
35060989017,17
35060989022,22
35060989027,6
35060989028,11
35061122002,0
35061122003,0
35061122004,0
35061122005,0
35061122006,0
35061122007,0
35061123001,0
35061123002,0
35061123004,0
35061123005,0
35061018009,11
35061018010,26
35061123010,0
35061123011,0
35061123014,0
35061123015,0
35061160010,0
35061160011,0
35061160012,0
35061160014,0
35061160015,0
35061160016,0
35061160017,0
35061160018,0
35061160022,0
35061160023,0
35061160024,0
35061160027,0
35061160028,0
35061124011,0
35061124012,0
35060005018,6
35060006001,4
35060006005,1
35060006007,0
35060006008,0
35060006030,0
35060006031,0
35060098003,2
35060099001,6
35060099002,2
35060099003,2
35060099004,2
35060100002,4
35060100003,5
35060100006,5
35060101002,15
35060006041,0
35060007001,0
35060007002,0
35060007003,0
35060007004,0
35060007005,0
35060105003,14
35060105004,14
35060221014,12
35060222002,3
35060222003,6
35060222004,5
35060222005,5
35060222006,4
35060222007,3
35060222008,1
35060222009,2
35060222012,0
35060222013,0
35060108001,14
35060108002,10
35060108003,15
35060108004,12
35060108005,21
35060109001,16
35060109002,18
35060109003,20
35060110001,7
35060110004,15
35060110006,14
35060223011,0
35060223012,0
35060223013,0
35060223008,0
35060223009,0
35060223010,0
35060400001,17
35060400004,21
35060401004,17
35060402001,22
35060402004,15
35060403004,21
35060404001,23
35060405001,23
35060405002,18
35060405003,17
35060405004,17
35060405005,13
35060406004,23
35060407003,18
35060224001,0
35060224002,3
35060224004,6
35060224005,9
35060224006,11
35060224007,11
35060224008,10
35060224009,10
35060224010,12
35060224011,10
35060224012,10
35060224014,0
35060408042,5
35060408044,12
35060531006,15
35060531007,10
35060531010,26
35060531011,25
35060531012,14
35060531015,17
35060533003,13
35060533005,12
35060533006,10
35060533008,15
35060533010,7
35060533013,13
35060413008,4
35060417006,16
35060417007,18
35060419001,17
35060419002,16
35060434001,14
35060434002,8
35060434003,13
35060434004,8
35060434005,8
35060434006,12
35060434007,8
35060434008,10
35060435001,10
35060435002,8
35060435004,10
35060435005,9
35060435006,12
35060435007,11
35060435008,12
35060435009,10
35060435010,10
35060435011,11
35060656009,4
35060657002,5
35060657003,7
35060657004,6
35060657005,7
35060657007,9
35060551005,5
35060551006,5
35060551007,7
35060551008,14
35060551009,0
35060551010,6
35060553001,11
35060553002,9
35060553003,7
35060554001,12
35060554002,5
35060555001,8
35060555002,10
35060555003,7
35060663029,6
35060663030,6
35060737005,4
35060737006,2
35060737007,2
35060737008,10
35060737011,10
35060738001,5
35060670004,0
35060670005,0
35060670009,0
35060670010,0
35060670011,0
35060671001,0
35060671003,0
35060671005,0
35060740003,10
35060741003,13
35060741004,13
35060741005,17
35060742003,11
35060742004,6
35060743002,16
35060743003,17
35060744001,11
35060744002,10
35060744003,15
35060744004,7
35060744005,7
35060744006,7
35060745001,6
35060745002,8
35060745003,10
35060843031,0
35060843032,0
35060843033,0
35060844001,0
35060844003,4
35060844004,4
35060844005,5
35060845003,0
35060845004,0
35060845005,0
35060989029,5
35060989030,13
35060989031,18
35060990001,13
35060990002,10
35060990003,10
35060991006,12
35060991008,13
35060991015,18
35060991016,14
35060991017,12
35061001003,8
35061001006,9
35061018001,12
35061018003,12
35061018004,15
35061018005,16
35060864004,10
35060864005,5
35060865001,16
35060865003,12
35061019001,20
35061019002,19
35061019009,21
35061019010,17
35061019011,20
35061020004,19
35061020007,21
35061020008,21
35061026001,26
35061026002,24
35061123016,0
35061124002,0
35061124004,0
35061124005,0
35061124006,0
35061124007,0
35061124008,0
35061124009,0
35061034002,12
35061034003,16
35061034004,11
35061035001,11
35061035002,7
35061035003,8
35061035004,4
35061125001,0
35061125002,0
35061161005,0
35061161006,0
35061161007,0
35061161008,0
35061161009,0
35061161010,0
35061161011,0
35061161012,0
35061161013,0
35061161014,0
35061161015,0
35061161016,0
35061161017,0
35061161018,0
35061171001,2
35061126015,0
35061126016,1
35060006032,2
35060006033,5
35060006034,1
35060006035,0
35060006036,0
35060006037,0
35060006038,8
35060006039,8
35060006040,8
35060105005,8
35060105006,13
35060106002,9
35060106006,9
35060107001,20
35060107002,21
35060107003,8
35060107005,11
35060107006,11
35060107011,7
35060107012,5
35060107013,5
35060107014,12
35060010003,14
35060011001,13
35060011002,17
35060011003,16
35060012001,19
35060012002,19
35060012003,13
35060014001,21
35060014002,21
35060014003,22
35060014004,22
35060014007,16
35060110007,13
35060111001,9
35060223014,0
35060223016,0
35060223017,0
35060223018,3
35060223019,6
35060223023,2
35060223025,0
35060112008,12
35060116002,14
35060116005,14
35060116007,11
35060116008,13
35060117001,11
35060117002,7
35060117003,7
35060118001,10
35060224018,0
35060224019,0
35060225001,5
35060225002,4
35060224017,0
35060408047,27
35060408048,0
35060412003,16
35060412004,12
35060412005,22
35060413001,10
35060413002,16
35060413003,10
35060413004,5
35060413005,8
35060413006,1
35060413007,1
35060226002,9
35060226003,9
35060226004,10
35060226005,8
35060227001,10
35060227002,13
35060227003,11
35060227004,5
35060227005,5
35060227006,5
35060228001,10
35060228002,13
35060228005,11
35060228006,9
35060229001,10
35060229002,12
35060229003,12
35060229004,9
35060230005,11
35060436001,9
35060436002,11
35060435012,10
35060544011,9
35060544012,4
35060547001,5
35060547002,4
35060547003,5
35060551003,4
35060551004,10
35060438005,14
35060438006,14
35060438007,7
35060438008,13
35060438009,11
35060438010,12
35060438011,16
35060439001,12
35060439002,12
35060439003,12
35060439004,11
35060439005,12
35060439006,9
35060439007,13
35060440001,8
35060440002,5
35060440003,8
35060440004,5
35060440005,8
35060663031,6
35060663032,3
35060663033,3
35060663034,4
35060668001,0
35060668002,0
35060560003,16
35060560004,16
35060560005,9
35060560006,25
35060561001,7
35060561002,4
35060561003,13
35060561004,10
35060561005,6
35060561010,17
35060561011,12
35060562006,18
35060562007,10
35060562009,2
35060562010,2
35060562011,2
35060562012,10
35060669001,0
35060669002,0
35060742007,13
35060742010,11
35060743001,10
35060672007,0
35060673013,0
35060673014,0
35060673018,0
35060745004,7
35060745005,9
35060745006,10
35060745007,8
35060746001,2
35060746002,3
35060747001,6
35060747002,7
35060747003,5
35060747010,6
35060747011,6
35060748003,8
35060748005,10
35060748010,13
35060748011,10
35060845006,0
35060860001,2
35060860002,7
35060860003,7
35060860004,11
35060860005,10
35060861002,9
35060861003,9
35060861004,16
35060861005,12
35060861008,12
35060861009,12
35060862001,8
35060862002,8
35060862003,9
35060862004,8
35060862005,8
35060864001,9
35060864003,8
35060865004,16
35060865005,16
35060865006,16
35060866001,15
35060866003,11
35061026003,24
35061026004,16
35061026005,26
35061026006,25
35061027001,24
35061027002,22
35061027003,21
35061030001,18
35061030002,19
35061030003,17
35061030004,19
35061031002,18
35061031003,19
35061031005,18
35061031006,19
35061031007,21
35061031008,18
35061033001,14
35061033002,12
35061033003,13
35061033004,13
35061033005,5
35061033006,4
35061033007,7
35061033008,8
35061033009,8
35061034001,13
35060869003,7
35060870001,6
35060870002,12
35060870003,12
35060870004,12
35061035005,2
35061035006,20
35061036001,7
35061036002,3
35061036004,10
35061125005,0
35061126001,3
35061126002,1
35061126003,3
35061126005,5
35061126007,5
35061126008,5
35061126009,0
35061126014,3
35061042029,31
35061043001,32
35061043002,28
35061043003,28
35061043004,24
35061043005,25
35061044001,21
35061044002,21
35061044003,23
35061044004,13
35061126017,0
35061127003,0
35061127004,6
35061127007,2
35061178001,17
35061178002,9
35061178003,14
35061178004,3
35061178005,0
35061178006,0
35061178007,0
35061179001,16
35061179002,17
35061179003,10
35061179004,10
35061179005,16
35061179006,21
35061179007,13
35061180003,13
35061180004,13
35061180005,19
35061180006,19
35061180011,19
35061180014,22
35061180015,21
35061180016,19
35061181001,18
35061181002,18
35061181003,14
35061129005,0
35061371001,0
35061371003,0
35061371004,0
35061371005,0
35061371007,0
35061371008,0
35061371009,0
35061371010,0
35061371011,0
35061371014,0
35061411007,8
35061411008,10
35061411011,8
35061411012,7
35061412001,8
35061412002,9
35061412003,9
35061412004,9
35061413001,11
35061413002,11
35061414001,8
35061467007,0
35061467008,0
35061468001,0
35061468002,0
35061468003,0
35061468004,0
35061468006,0
35061468007,0
35061468008,0
35061469001,0
35061469002,0
35061469003,0
35061469004,0
35061469005,0
35061470001,0
35061470002,0
35061500004,0
35061500005,0
35061500006,0
35061501001,0
35061501004,0
35061501005,0
35061501006,0
35061501007,0
35061501008,0
35061502002,0
35061502003,0
35061502005,0
35061502006,0
35061565001,7
35061565002,9
35061565003,16
35060007007,4
35060007010,6
35060007011,2
35060007013,9
35060007014,1
35060007017,0
35060007021,0
35060007022,0
35060010001,12
35060010002,13
35060111002,8
35060111003,10
35060111004,9
35060111005,10
35060112001,8
35060112003,9
35060112004,9
35060112005,9
35060019005,9
35060019006,8
35060020001,15
35060020002,10
35060020003,12
35060021001,15
35060118002,13
35060118005,11
35060119002,8
35060119003,10
35060120001,18
35060225003,4
35060225004,9
35060225005,6
35060225006,10
35060225007,10
35060226001,13
35060124001,2
35060124002,0
35060124003,0
35060125001,2
35060125002,2
35060230008,11
35060230009,13
35060230012,9
35060230013,9
35060231001,9
35060231004,8
35060231005,13
35060231006,8
35060232001,11
35060232003,16
35060232005,16
35060232006,14
35060232007,18
35060232008,16
35060232009,16
35060436003,12
35060436004,10
35060436005,12
35060436006,11
35060436007,12
35060436008,12
35060437001,7
35060437002,6
35060437003,10
35060437004,9
35060437005,7
35060437006,9
35060437007,11
35060437008,13
35060438001,14
35060438002,15
35060438003,14
35060438004,14
35060237002,12
35060237003,13
35060237005,14
35060237007,18
35060243001,9
35060243002,11
35060243003,11
35060243004,13
35060243005,13
35060443002,11
35060443011,7
35060443012,11
35060443013,16
35060444002,16
35060444004,16
35060444011,14
35060444012,20
35060444013,25
35060445001,12
35060556003,5
35060557002,13
35060557003,11
35060557004,11
35060557005,12
35060558001,17
35060559001,15
35060559002,15
35060560001,15
35060560002,15
35060447005,17
35060447009,1
35060448001,6
35060448002,9
35060448003,9
35060562013,3
35060563001,4
35060563002,6
35060564001,7
35060564002,7
35060565001,7
35060565002,6
35060669005,0
35060669006,0
35060670002,0
35060670003,0
35060569001,9
35060573002,6
35060573004,3
35060573008,11
35060573009,10
35060573011,4
35060671006,0
35060671007,0
35060671008,0
35060671009,0
35060672002,0
35060672003,0
35060747004,5
35060747006,5
35060747007,10
35060747008,10
35060747009,8
35060673031,0
35060673032,0
35060673033,0
35060673036,0
35060673038,0
35060748012,8
35060748013,8
35060749001,5
35060749002,5
35060749003,10
35060749004,10
35060749005,11
35060749006,12
35060750001,18
35060750003,23
35060751005,11
35060751006,9
35060751007,8
35060751008,10
35060751011,19
35060752001,8
35060752002,3
35060752003,10
35060752004,9
35060752005,4
35060753001,12
35060753003,9
35060753004,10
35060866004,9
35060866005,9
35060866006,4
35060866007,13
35060866008,9
35060867001,15
35060867002,16
35060867003,13
35060867004,14
35060868001,14
35060868002,11
35060868003,9
35060868004,13
35060868005,12
35060869001,9
35060869002,7
35060871017,15
35060871018,23
35060871019,15
35060871020,10
35060872008,9
35060872009,19
35061036005,15
35061036006,17
35061036008,9
35061039003,9
35061039004,11
35061041001,32
35061042004,23
35061042018,7
35061042024,5
35061042025,3
35061042026,12
35061042027,24
35061042028,32
35061044005,13
35061044006,22
35061045004,13
35061045005,12
35061045006,12
35061045009,21
35061127008,0
35061127009,0
35061127010,0
35061127011,0
35061128001,0
35061128003,0
35061128005,5
35061128006,0
35061129001,0
35061129003,0
35061129004,0
35061130002,6
35061130004,0
35061130005,0
35061130006,0
35061130007,0
35061183005,18
35061183006,23
35061183007,20
35061184001,17
35061184004,17
35061184005,19
35061184007,18
35061184008,17
35061184009,17
35061184010,15
35061185001,14
35061185002,13
35061185003,13
35061185004,16
35061185005,14
35061185006,15
35061185007,11
35061185008,15
35061186001,11
35061186002,10
35061186003,13
35061186004,15
35061186005,14
35061371015,0
35061371016,0
35061371017,0
35061371018,0
35061371019,0
35061371020,0
35061371021,0
35061372001,0
35061372003,0
35061372004,0
35061372006,0
35061372007,0
35061414002,4
35061415001,11
35061415002,8
35061415003,9
35061415004,11
35061416001,11
35061416002,9
35061416003,8
35061417001,11
35061417002,10
35061418001,8
35061418002,8
35061418003,8
35061418004,7
35061419002,6
35061419003,6
35061419004,9
35061419005,8
35061420001,6
35061420002,4
35061421001,9
35061421002,9
35061421003,7
35061422001,9
35061422002,10
35061423001,4
35061470003,0
35061470004,0
35061470005,0
35061470006,0
35061470007,0
35061470008,0
35061470009,0
35061470010,0
35061470011,0
35061470012,0
35061471001,0
35061471002,0
35061471005,0
35061471006,0
35061471007,0
35061472001,0
35061472002,0
35061472005,0
35061472006,0
35061472008,0
35061472009,0
35061472010,0
35061502007,0
35061502008,0
35061502009,0
35061502010,0
35061503001,0
35061503005,0
35061503006,0
35061503008,0
35061503009,0
35061503010,0
35061503011,0
35061503013,0
35060014008,15
35060015001,11
35060015003,17
35060015004,18
35060015009,9
35060016001,12
35060016002,11
35060016003,9
35060016004,11
35060016005,19
35060017001,11
35060017002,16
35060017003,16
35060017004,12
35060017005,13
35060018001,21
35060018002,10
35060018003,14
35060018004,14
35060019001,20
35060120002,9
35060121001,5
35060121002,13
35060121003,12
35060122001,6
35060122002,6
35060122003,8
35060123003,8
35060025002,4
35060026001,8
35060026005,7
35060027001,7
35060027003,11
35060027004,10
35060028001,8
35060125003,9
35060125004,13
35060125005,16
35060125006,16
35060125007,11
35060126003,9
35060126004,11
35060126006,3
